senior_citizen,tenure,monthly_charges,total_charges,gender_male,gender_unknown,partner_unknown,partner_yes,dependents_unknown,dependents_yes,contract_month-to-month,contract_one year,contract_two year,contract_unknown,paperless_billing_unknown,paperless_billing_yes,payment_method_credit card (automatic),payment_method_electronic check,payment_method_mailed check,payment_method_unknown,phone_service_unknown,phone_service_yes,multiple_lines_unknown,multiple_lines_yes,internet_service_fiber optic,internet_service_no,internet_service_none,internet_service_unknown,online_security_unknown,online_security_yes,online_backup_unknown,online_backup_yes,device_protection_unknown,device_protection_yes,tech_support_unknown,tech_support_yes,streaming_tv_unknown,streaming_tv_yes,streaming_movies_unknown,streaming_movies_yes,churn_unknown,churn_yes
1,-1.7034944622465211,-0.020343505499911804,-0.3352985420966026,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True,False,True,False,False,True,False,True,True,False,False,False
1,-1.5119614667162173,-0.020343505499911804,-0.7508323292472141,True,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,True,False,False,False,True,False,False,True,False,False
0,-0.7937127334775785,-0.020343505499911804,-0.3352985420966026,True,False,False,True,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,True,False,True,False,False,True,True,False
1,-1.2246619734207618,-0.020343505499911804,-0.3352985420966026,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,True,True,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,True,False,False,False
0,-1.2246619734207618,-0.020343505499911804,-0.3352985420966026,True,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False
0,1.4567999640034899,-0.020343505499911804,-0.3352985420966026,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,True,False,False,True,False,True,False,False,True,False,False
1,1.6962162084163694,-0.020343505499911804,6.007820733212403,True,False,False,True,False,True,False,False,True,False,False,True,True,False,False,False,False,True,True,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False
0,1.2173837195906103,-1.9019415846462762,3.0370554280093214,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False,False,True,True,False,True,False,True,False,True,False
0,-1.7513777111290971,-0.020343505499911804,-0.3352985420966026,True,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True,True,False,False,True,False,True
0,-1.6556112133639451,-0.020343505499911804,-0.3352985420966026,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True,True,False,True,False,False,True
1,0.06818574640878809,-0.020343505499911804,-0.3352985420966026,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,True,False,False,True,False,True,False,True,False,True,False
1,-1.0331289778904582,0.9498822881200469,0.19489894845329683,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,True,False,False,False
0,-0.12334724912151561,-0.020343505499911804,1.3767030608620296,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False,False,True,True,False,False,False,True,False
0,0.9779674751777306,-0.020343505499911804,-0.3352985420966026,False,False,True,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,True,False,True,False,False,False
0,0.4512517374693955,-2.0996436603780224,0.9765543348268105,False,False,False,True,False,True,False,False,True,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False,True,True,False,False,False
0,-0.02758075135636376,-0.020343505499911804,-0.3352985420966026,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False
0,-0.8894792312427304,-0.030057191301760728,-0.3352985420966026,True,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,True,False,False
1,0.9300842262951547,-0.020343505499911804,1.578020228259434,False,True,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,True,False,True,False
0,-0.02758075135636376,2.541783973058332,-0.3352985420966026,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,True,False,False,False
1,1.0258507240603065,-0.020343505499911804,-0.3352985420966026,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False
0,-1.0810122267730342,-2.059646130605704,-0.3352985420966026,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,True,True,False,False,False
1,-1.4640782178336416,1.8681112930359924,-0.3352985420966026,False,True,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,True,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False,True,False
0,-0.7937127334775785,-0.020343505499911804,-0.3352985420966026,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,True,False,True,False,True,False,True,False
0,-0.9373624801253063,-0.020343505499911804,-0.3352985420966026,True,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,True,True,False,False,True,False,False,False,False
0,-1.4161949689510656,0.22421281939369403,-0.3352985420966026,False,False,False,True,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True
1,0.40336848858681956,-0.020343505499911804,2.285073067586498,False,False,False,True,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,True,False,True,False
1,-0.7458294845950026,-1.0991340227875934,-0.3352985420966026,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,True,False,False,True,False,False,True,False,True,False,False,True
0,-0.4585299912995471,-0.020343505499911804,-0.3352985420966026,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False
0,0.6906679818822751,-0.020343505499911804,2.112186121759989,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,True,False,True,False,True,False
0,0.5470182352345473,-0.020343505499911804,-0.3352985420966026,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False
1,1.2173837195906103,-1.3379764148565823,-0.3352985420966026,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False,True,True,False,True,False,True,False,False,False,False,False
1,0.3554852397042436,-0.020343505499911804,-0.3352985420966026,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,False,False,True,False,True,False
1,-0.17123049800409154,-0.020343505499911804,-0.3352985420966026,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True
1,1.2652669684731863,2.100096965715441,-0.3352985420966026,True,False,False,True,True,False,False,False,False,True,True,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True,True,False,True,False,True,False,True,False,False,False,False,True
0,-0.554296489064699,-2.0722167828198614,-0.3352985420966026,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,True
0,-1.5119614667162173,-1.6065312576135793,-1.0607963126327613,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,True,False,True,False,False,True,False,True,False,False,False,True
1,0.020302497526212167,-0.020343505499911804,-0.061718728312638346,False,True,True,False,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True
1,-0.8894792312427304,-0.020343505499911804,-0.3352985420966026,False,False,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False
0,0.5949014841171233,-0.874576462780147,-0.3352985420966026,True,False,False,True,True,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,True,False,True,False
1,-0.506413240182123,2.556068805119874,0.5531265970983291,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,True,True,False,True,False
1,1.1216172218254585,-0.020343505499911804,-0.3352985420966026,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,True,False,True,False,True,False
1,0.9300842262951547,-0.020343505499911804,-0.3352985420966026,False,False,False,True,False,True,False,True,False,False,False,True,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,True,True,False,False,False,True,False,True,False
1,1.5046832128860659,-0.020343505499911804,-0.3352985420966026,True,False,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,True,False,False,True,True,False,True,False,False,False
1,-0.8415959823601544,-0.020343505499911804,-0.3352985420966026,False,False,False,True,False,True,True,False,False,False,False,True,False,False,True,False,False,True,False,True,False,True,False,False,False,False,True,False,True,False,True,False,False,True,True,False,False,True
0,-1.6077279644813693,-0.020343505499911804,-0.3352985420966026,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,True,True,False,False,False,True,False,True,False,True,False,True,False
1,-0.6500629868298508,-0.020343505499911804,0.0690242924417897,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False
1,-0.8894792312427304,-0.020343505499911804,-0.3352985420966026,True,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
1,0.16395224417393994,-0.020343505499911804,-0.3352985420966026,True,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,True,False,False,True,True,False,True,False
1,-0.8415959823601544,1.5287036832537453,-0.6659187913808107,False,True,True,False,True,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,True,False,False,False,False,True
1,-0.4585299912995471,-0.020343505499911804,-0.3352985420966026,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
0,-1.176778724538186,-0.020343505499911804,-0.5390070365420262,True,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,True,False
0,-0.7937127334775785,-0.020343505499911804,-0.3352985420966026,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False,True,True,False
1,-0.21911374688666746,-0.020343505499911804,-0.15428622694564106,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True,True,False,False,False,True,False,False,True,True,False,False,True,True,False
0,-0.8894792312427304,-0.020343505499911804,-0.3352985420966026,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True,False,False,True,False,True,True,False,True,False,False,True
1,-0.21911374688666746,-0.020343505499911804,-0.3352985420966026,True,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,True,True,False
0,0.9779674751777306,-0.020343505499911804,-0.3352985420966026,True,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,True,False,False,True,False,True,False,True
1,-0.6979462357124268,0.6287592633765745,-0.3352985420966026,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,True,False,True,False,False,True
1,0.4991349863519714,-0.020343505499911804,-0.3352985420966026,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,True,True,False,False,False,False,True
1,-1.176778724538186,-1.3345480551618119,-0.3352985420966026,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,True,False,True,False,False,True,False,False,True,True,False,False,False,False,False,True,False,False,False
0,-1.0331289778904582,1.1344423183551748,-0.3352985420966026,True,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False,True,True,False,False,False,False,False,False,False
0,0.7385512307648511,-0.020343505499911804,-0.3352985420966026,False,False,False,True,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,True,False,False,True,False,True,False,True
0,1.361033466238338,-0.020343505499911804,-0.3352985420966026,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
1,-1.4640782178336416,-0.020343505499911804,-1.079918357952227,False,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False
0,-1.6077279644813693,-0.020343505499911804,-1.0986375632313452,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,True,False,True
0,-0.3148802446518193,-0.020343505499911804,-0.3352985420966026,False,False,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False,True,True,False,False,True,False,False
1,0.020302497526212167,1.8863958780747663,-0.3352985420966026,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False
0,-0.4585299912995471,-0.020343505499911804,-0.3352985420966026,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False
0,-0.6021797379472749,-0.020343505499911804,-0.3352985420966026,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False
0,1.0737339729428825,-0.23861573940027958,-0.3352985420966026,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True
1,0.11606899529136401,-2.4830485529098207,-0.3352985420966026,True,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,True,False
1,-0.2669969957692434,-0.020343505499911804,-0.3352985420966026,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False
0,1.0737339729428825,-2.8338840283413016,-0.3352985420966026,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True
0,-1.2246619734207618,-0.020343505499911804,-0.28678631596115867,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,True,False,True,False
0,-1.2725452223033378,-2.4676209342833544,-0.3352985420966026,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False
0,0.7385512307648511,-0.020343505499911804,-0.3352985420966026,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False
1,-1.0331289778904582,1.8983951370064622,-0.3352985420966026,True,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,True,True,False,False,False,True,False
0,1.6004497106512177,-0.020343505499911804,-0.3352985420966026,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True
1,0.40336848858681956,2.236088566941324,-0.3352985420966026,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False
1,-1.2246619734207618,-1.576818806925571,-0.3352985420966026,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,True,False,True,False,True,False,False,True
1,1.1695004707080343,0.4419136600116002,-0.3352985420966026,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False
1,0.3076019908216677,-0.020343505499911804,-0.3352985420966026,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False,True,False,False,True
1,0.6906679818822751,-0.020343505499911804,-0.3352985420966026,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,False,True,False,False,True
1,0.786434479647427,-0.020343505499911804,-0.3352985420966026,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,True,False,True,False,True,False,False,True,False
0,-0.9852457290078822,-0.020343505499911804,-0.20764967569462947,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False,True,False,True,False,False,True
1,0.2597187419390918,-0.020343505499911804,1.6011449607883084,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,True,False,True,False,True,False,True,False,False,True
0,-1.5119614667162173,-0.020343505499911804,-0.3352985420966026,True,False,False,True,False,True,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,True
0,-0.7937127334775785,-0.020343505499911804,-0.3352985420966026,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,True,False,True,False
0,0.8343177285300029,-2.3681985031350195,-0.3352985420966026,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,True,False,True,False
0,0.11606899529136401,-0.9522859491949376,1.0832983744541638,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True
1,1.0258507240603065,-0.020343505499911804,-0.3352985420966026,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,True,False,True,False,True
1,-0.7458294845950026,-0.020343505499911804,-0.3352985420966026,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,True,True,False,False,False,True,False,True,False,True,False,False,True,False,True
0,-0.554296489064699,0.8298896988030912,0.3158538133337538,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,True,True,False,False,True
1,-0.17123049800409154,-2.168210854273426,-0.3352985420966026,False,True,False,True,True,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,True,False,False,False
1,-0.9852457290078822,-0.020343505499911804,-0.3352985420966026,False,False,False,False,True,False,False,False,True,False,False,True,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,True,True,False,True,False,False,True
1,1.4567999640034899,-0.020343505499911804,-0.3352985420966026,False,False,False,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,True,False,True,False
0,-1.6077279644813693,1.3709991372943169,-0.3352985420966026,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False,False,True,False,False
1,1.2173837195906103,-0.020343505499911804,4.027879077034669,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False
0,-0.2669969957692434,-0.020343505499911804,-0.3352985420966026,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True
1,0.4512517374693955,0.08307867862565525,-0.3352985420966026,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False
0,-0.2669969957692434,-0.47688673818680677,-0.3352985420966026,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,True,True,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False
1,-0.2669969957692434,-0.020343505499911804,0.6593135175209467,False,True,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,True,False,True,False,False,True,True,False,False,True,True,False
1,0.06818574640878809,-0.020343505499911804,-0.3352985420966026,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False
1,0.06818574640878809,-0.020343505499911804,-0.3352985420966026,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,True,True,False,False,False,False,True,False,False,True,False
1,-0.6021797379472749,-0.020343505499911804,-0.3352985420966026,True,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,True,False,False,True
1,-1.3683117200684896,-0.020343505499911804,-0.3352985420966026,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True,True,False,False,True,False,False,True,False,True,False,False,False,True,False
1,-1.3683117200684896,0.8824578807895672,-0.3352985420966026,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,True,False,False,False,False,True,True,False,True,False,False,False,True,False
1,-1.5598447155987933,-0.020343505499911804,-0.3352985420966026,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False
0,-1.5598447155987933,-1.6545282933403616,-0.9513352454992356,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,True,False,True,False,True,False,True,False
0,1.6962162084163694,-0.020343505499911804,4.851026987563957,False,True,False,True,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False,True,False,False,False
